time,strategy,identifier,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type,price,filled_quantity,trade_cost
2020-04-01 15:30:00-04:00,MyStrategy,9b78273971a64f369b4a59a6ffcbbb88,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-04-01 15:30:00-04:00,MyStrategy,9b78273971a64f369b4a59a6ffcbbb88,SPY,buy,market,fill,1,gtc,0.0,1,stock,245.19000244140625,1.0,0.0
2020-04-02 09:30:00-04:00,MyStrategy,5651b5bd34f84803bd1e3c0b5366b3ed,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-04-02 09:30:00-04:00,MyStrategy,5651b5bd34f84803bd1e3c0b5366b3ed,SPY,buy,market,fill,1,gtc,0.0,1,stock,250.75999450683594,1.0,0.0
2020-04-02 12:30:00-04:00,MyStrategy,7bae4741b9c94ca7a25d26e09d97ff4f,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-04-02 12:30:00-04:00,MyStrategy,7bae4741b9c94ca7a25d26e09d97ff4f,SPY,buy,market,fill,1,gtc,0.0,1,stock,250.75999450683594,1.0,0.0
2020-04-02 15:30:00-04:00,MyStrategy,61e92170966f448bb207571ec67898bb,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-04-02 15:30:00-04:00,MyStrategy,61e92170966f448bb207571ec67898bb,SPY,buy,market,fill,1,gtc,0.0,1,stock,250.75999450683594,1.0,0.0
2020-04-03 09:30:00-04:00,MyStrategy,fc217a5df5f44f70a8853cdc9082466a,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-04-03 09:30:00-04:00,MyStrategy,fc217a5df5f44f70a8853cdc9082466a,SPY,buy,market,fill,1,gtc,0.0,1,stock,250.75999450683594,1.0,0.0
2020-04-03 12:30:00-04:00,MyStrategy,63667b7e3a4f4fc48b06d52e055090c0,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-04-03 12:30:00-04:00,MyStrategy,63667b7e3a4f4fc48b06d52e055090c0,SPY,buy,market,fill,1,gtc,0.0,1,stock,250.75999450683594,1.0,0.0
2020-04-03 15:30:00-04:00,MyStrategy,b93f06d9ebcb48cc84e39e46f9e11817,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-04-03 15:30:00-04:00,MyStrategy,b93f06d9ebcb48cc84e39e46f9e11817,SPY,buy,market,fill,1,gtc,0.0,1,stock,250.75999450683594,1.0,0.0
2020-04-06 09:30:00-04:00,MyStrategy,34ed666ed13c40e9893788dd7e1d94df,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-04-06 09:30:00-04:00,MyStrategy,34ed666ed13c40e9893788dd7e1d94df,SPY,buy,market,fill,1,gtc,0.0,1,stock,274.2099914550781,1.0,0.0
2020-04-06 12:30:00-04:00,MyStrategy,9963684b899647dd8f61a491ae5c40a9,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-04-06 12:30:00-04:00,MyStrategy,9963684b899647dd8f61a491ae5c40a9,SPY,buy,market,fill,1,gtc,0.0,1,stock,274.2099914550781,1.0,0.0
2020-04-06 15:30:00-04:00,MyStrategy,b7fb5f05f89c43439aaee3957f518a49,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-04-06 15:30:00-04:00,MyStrategy,b7fb5f05f89c43439aaee3957f518a49,SPY,buy,market,fill,1,gtc,0.0,1,stock,274.2099914550781,1.0,0.0
2020-04-07 09:30:00-04:00,MyStrategy,b55fd795cabe433eb398d36b0fa0022e,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-04-07 09:30:00-04:00,MyStrategy,b55fd795cabe433eb398d36b0fa0022e,SPY,buy,market,fill,1,gtc,0.0,1,stock,267.9599914550781,1.0,0.0
2020-04-07 12:30:00-04:00,MyStrategy,5caf623c61e0438e9613e0570af7002f,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-04-07 12:30:00-04:00,MyStrategy,5caf623c61e0438e9613e0570af7002f,SPY,buy,market,fill,1,gtc,0.0,1,stock,267.9599914550781,1.0,0.0
2020-04-07 15:30:00-04:00,MyStrategy,9852dcc1348c48cc9d952130c28c9b78,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-04-07 15:30:00-04:00,MyStrategy,9852dcc1348c48cc9d952130c28c9b78,SPY,buy,market,fill,1,gtc,0.0,1,stock,267.9599914550781,1.0,0.0
2020-04-08 09:30:00-04:00,MyStrategy,c414db298d7e46aca936540cbdf60c5d,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-04-08 09:30:00-04:00,MyStrategy,c414db298d7e46aca936540cbdf60c5d,SPY,buy,market,fill,1,gtc,0.0,1,stock,277.5799865722656,1.0,0.0
2020-04-08 12:30:00-04:00,MyStrategy,071ee300a9ec46d7937681e6556e3e94,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-04-08 12:30:00-04:00,MyStrategy,071ee300a9ec46d7937681e6556e3e94,SPY,buy,market,fill,1,gtc,0.0,1,stock,277.5799865722656,1.0,0.0
2020-04-08 15:30:00-04:00,MyStrategy,503d807f66234b3c987a964fb5130d30,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-04-08 15:30:00-04:00,MyStrategy,503d807f66234b3c987a964fb5130d30,SPY,buy,market,fill,1,gtc,0.0,1,stock,277.5799865722656,1.0,0.0
2020-04-09 09:30:00-04:00,MyStrategy,741d89fc9a4941abb69b7f1982331f29,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-04-09 09:30:00-04:00,MyStrategy,741d89fc9a4941abb69b7f1982331f29,SPY,buy,market,fill,1,gtc,0.0,1,stock,277.5799865722656,1.0,0.0
2020-04-09 12:30:00-04:00,MyStrategy,dd003abc4fce44d8a321bbf595ce501a,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-04-09 12:30:00-04:00,MyStrategy,dd003abc4fce44d8a321bbf595ce501a,SPY,buy,market,fill,1,gtc,0.0,1,stock,277.5799865722656,1.0,0.0
2020-04-09 15:30:00-04:00,MyStrategy,cfdd49cf255a417694b802170f0e7c0c,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-04-09 15:30:00-04:00,MyStrategy,cfdd49cf255a417694b802170f0e7c0c,SPY,buy,market,fill,1,gtc,0.0,1,stock,277.5799865722656,1.0,0.0
2020-04-13 09:30:00-04:00,MyStrategy,0cc5f473845f4005b93f964b913406c1,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-04-13 09:30:00-04:00,MyStrategy,0cc5f473845f4005b93f964b913406c1,SPY,buy,market,fill,1,gtc,0.0,1,stock,280.9800109863281,1.0,0.0
2020-04-13 12:30:00-04:00,MyStrategy,f8f0e3a6d8894507a7c630c8ec5868e3,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-04-13 12:30:00-04:00,MyStrategy,f8f0e3a6d8894507a7c630c8ec5868e3,SPY,buy,market,fill,1,gtc,0.0,1,stock,280.9800109863281,1.0,0.0
2020-04-13 15:30:00-04:00,MyStrategy,b983ca0b29194c1bb9db0a94d43c46b8,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-04-13 15:30:00-04:00,MyStrategy,b983ca0b29194c1bb9db0a94d43c46b8,SPY,buy,market,fill,1,gtc,0.0,1,stock,280.9800109863281,1.0,0.0
2020-04-14 09:30:00-04:00,MyStrategy,737ebc8c9b8046ca97b99a1009132d67,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-04-14 09:30:00-04:00,MyStrategy,737ebc8c9b8046ca97b99a1009132d67,SPY,buy,market,fill,1,gtc,0.0,1,stock,277.57000732421875,1.0,0.0
2020-04-14 12:30:00-04:00,MyStrategy,0300327756b044a38ff13214f7a13bc2,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-04-14 12:30:00-04:00,MyStrategy,0300327756b044a38ff13214f7a13bc2,SPY,buy,market,fill,1,gtc,0.0,1,stock,277.57000732421875,1.0,0.0
2020-04-14 15:30:00-04:00,MyStrategy,4238e60b56ee4a80a64d9208cc4a0bef,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-04-14 15:30:00-04:00,MyStrategy,4238e60b56ee4a80a64d9208cc4a0bef,SPY,buy,market,fill,1,gtc,0.0,1,stock,277.57000732421875,1.0,0.0
2020-04-15 09:30:00-04:00,MyStrategy,ec4b5abdd2da45e69f1b36dc3a210b58,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-04-15 09:30:00-04:00,MyStrategy,ec4b5abdd2da45e69f1b36dc3a210b58,SPY,buy,market,fill,1,gtc,0.0,1,stock,279.1499938964844,1.0,0.0
2020-04-15 12:30:00-04:00,MyStrategy,703fe063080740a095f84d788808228e,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-04-15 12:30:00-04:00,MyStrategy,703fe063080740a095f84d788808228e,SPY,buy,market,fill,1,gtc,0.0,1,stock,279.1499938964844,1.0,0.0
2020-04-15 15:30:00-04:00,MyStrategy,f2b2d20e3a5e442f9a675570ad64a8b6,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-04-15 15:30:00-04:00,MyStrategy,f2b2d20e3a5e442f9a675570ad64a8b6,SPY,buy,market,fill,1,gtc,0.0,1,stock,279.1499938964844,1.0,0.0
2020-04-16 09:30:00-04:00,MyStrategy,d6e20b3e81d64290a882f86448cee716,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-04-16 09:30:00-04:00,MyStrategy,d6e20b3e81d64290a882f86448cee716,SPY,buy,market,fill,1,gtc,0.0,1,stock,285.3800048828125,1.0,0.0
2020-04-16 12:30:00-04:00,MyStrategy,71b8cda35b5947cab4ce6f6f436340f5,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-04-16 12:30:00-04:00,MyStrategy,71b8cda35b5947cab4ce6f6f436340f5,SPY,buy,market,fill,1,gtc,0.0,1,stock,285.3800048828125,1.0,0.0
2020-04-16 15:30:00-04:00,MyStrategy,bdfa6b6d9b80478682c8b1c286439603,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-04-16 15:30:00-04:00,MyStrategy,bdfa6b6d9b80478682c8b1c286439603,SPY,buy,market,fill,1,gtc,0.0,1,stock,285.3800048828125,1.0,0.0
2020-04-17 09:30:00-04:00,MyStrategy,6cc6cff1c537433b9bb8585232f7b5c9,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-04-17 09:30:00-04:00,MyStrategy,6cc6cff1c537433b9bb8585232f7b5c9,SPY,buy,market,fill,1,gtc,0.0,1,stock,285.3800048828125,1.0,0.0
2020-04-17 12:30:00-04:00,MyStrategy,5f4ec749da1d467683d45f3288d4b5cb,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-04-17 12:30:00-04:00,MyStrategy,5f4ec749da1d467683d45f3288d4b5cb,SPY,buy,market,fill,1,gtc,0.0,1,stock,285.3800048828125,1.0,0.0
2020-04-17 15:30:00-04:00,MyStrategy,e04f1dbb778e4d759887f58d22d82117,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-04-17 15:30:00-04:00,MyStrategy,e04f1dbb778e4d759887f58d22d82117,SPY,buy,market,fill,1,gtc,0.0,1,stock,285.3800048828125,1.0,0.0
2020-04-20 09:30:00-04:00,MyStrategy,a630b2baa6074741ba930c219c8c4ad3,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-04-20 09:30:00-04:00,MyStrategy,a630b2baa6074741ba930c219c8c4ad3,SPY,buy,market,fill,1,gtc,0.0,1,stock,276.7300109863281,1.0,0.0
2020-04-20 12:30:00-04:00,MyStrategy,83c821b577cc4621a2348b2e8534fd0d,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-04-20 12:30:00-04:00,MyStrategy,83c821b577cc4621a2348b2e8534fd0d,SPY,buy,market,fill,1,gtc,0.0,1,stock,276.7300109863281,1.0,0.0
2020-04-20 15:30:00-04:00,MyStrategy,e52118a75ac6405f8b3561a539e800bf,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-04-20 15:30:00-04:00,MyStrategy,e52118a75ac6405f8b3561a539e800bf,SPY,buy,market,fill,1,gtc,0.0,1,stock,276.7300109863281,1.0,0.0
2020-04-21 09:30:00-04:00,MyStrategy,779c8a222eb34a3891a16bd5af1a79b0,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-04-21 09:30:00-04:00,MyStrategy,779c8a222eb34a3891a16bd5af1a79b0,SPY,buy,market,fill,1,gtc,0.0,1,stock,278.3500061035156,1.0,0.0
2020-04-21 12:30:00-04:00,MyStrategy,35a58c6a668948029ac303a192263c63,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-04-21 12:30:00-04:00,MyStrategy,35a58c6a668948029ac303a192263c63,SPY,buy,market,fill,1,gtc,0.0,1,stock,278.3500061035156,1.0,0.0
2020-04-21 15:30:00-04:00,MyStrategy,a74c13d5d3314669a6fd807adb99a96e,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-04-21 15:30:00-04:00,MyStrategy,a74c13d5d3314669a6fd807adb99a96e,SPY,buy,market,fill,1,gtc,0.0,1,stock,278.3500061035156,1.0,0.0
2020-04-22 09:30:00-04:00,MyStrategy,4f5fd2a867c64f1f851499844314b4ce,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-04-22 09:30:00-04:00,MyStrategy,4f5fd2a867c64f1f851499844314b4ce,SPY,buy,market,fill,1,gtc,0.0,1,stock,280.489990234375,1.0,0.0
2020-04-22 12:30:00-04:00,MyStrategy,a88878e35bf541f6b25fcc57bb756aa4,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-04-22 12:30:00-04:00,MyStrategy,a88878e35bf541f6b25fcc57bb756aa4,SPY,buy,market,fill,1,gtc,0.0,1,stock,280.489990234375,1.0,0.0
2020-04-22 15:30:00-04:00,MyStrategy,adc72fd9ecc445cb9e73671d79b378a6,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-04-22 15:30:00-04:00,MyStrategy,adc72fd9ecc445cb9e73671d79b378a6,SPY,buy,market,fill,1,gtc,0.0,1,stock,280.489990234375,1.0,0.0
2020-04-23 09:30:00-04:00,MyStrategy,ffb41cb9a4514d478e62553155f79d36,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-04-23 09:30:00-04:00,MyStrategy,ffb41cb9a4514d478e62553155f79d36,SPY,buy,market,fill,1,gtc,0.0,1,stock,280.7300109863281,1.0,0.0
2020-04-23 12:30:00-04:00,MyStrategy,1cdd483725e443a3a5e273c9be97786f,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-04-23 12:30:00-04:00,MyStrategy,1cdd483725e443a3a5e273c9be97786f,SPY,buy,market,fill,1,gtc,0.0,1,stock,280.7300109863281,1.0,0.0
2020-04-23 15:30:00-04:00,MyStrategy,194fe45932c84954a640fa712f1d1a7b,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-04-23 15:30:00-04:00,MyStrategy,194fe45932c84954a640fa712f1d1a7b,SPY,buy,market,fill,1,gtc,0.0,1,stock,280.7300109863281,1.0,0.0
2020-04-24 09:30:00-04:00,MyStrategy,4369480a41a5490696342fd7b1ffa680,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-04-24 09:30:00-04:00,MyStrategy,4369480a41a5490696342fd7b1ffa680,SPY,buy,market,fill,1,gtc,0.0,1,stock,280.7300109863281,1.0,0.0
2020-04-24 12:30:00-04:00,MyStrategy,9ce5aad552404070ba1a42219dcf2d9b,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-04-24 12:30:00-04:00,MyStrategy,9ce5aad552404070ba1a42219dcf2d9b,SPY,buy,market,fill,1,gtc,0.0,1,stock,280.7300109863281,1.0,0.0
2020-04-24 15:30:00-04:00,MyStrategy,47009532296a4ab9a7c86e42d3175383,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-04-24 15:30:00-04:00,MyStrategy,47009532296a4ab9a7c86e42d3175383,SPY,buy,market,fill,1,gtc,0.0,1,stock,280.7300109863281,1.0,0.0
2020-04-27 09:30:00-04:00,MyStrategy,c84debe7b2f548298d639d1e0cbc2453,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-04-27 09:30:00-04:00,MyStrategy,c84debe7b2f548298d639d1e0cbc2453,SPY,buy,market,fill,1,gtc,0.0,1,stock,291.0199890136719,1.0,0.0
2020-04-27 12:30:00-04:00,MyStrategy,30ad3c7240dc4420bc397822adfd033d,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-04-27 12:30:00-04:00,MyStrategy,30ad3c7240dc4420bc397822adfd033d,SPY,buy,market,fill,1,gtc,0.0,1,stock,291.0199890136719,1.0,0.0
2020-04-27 15:30:00-04:00,MyStrategy,2e5bd59b619a4c6e9576a46f5cfd3497,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-04-27 15:30:00-04:00,MyStrategy,2e5bd59b619a4c6e9576a46f5cfd3497,SPY,buy,market,fill,1,gtc,0.0,1,stock,291.0199890136719,1.0,0.0
2020-04-28 09:30:00-04:00,MyStrategy,eec15b4e02e14c3ab7ecfdbd84b1b8c1,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-04-28 09:30:00-04:00,MyStrategy,eec15b4e02e14c3ab7ecfdbd84b1b8c1,SPY,buy,market,fill,1,gtc,0.0,1,stock,291.5299987792969,1.0,0.0
2020-04-28 12:30:00-04:00,MyStrategy,6a9df10e93bc400bb27b138792619cdc,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-04-28 12:30:00-04:00,MyStrategy,6a9df10e93bc400bb27b138792619cdc,SPY,buy,market,fill,1,gtc,0.0,1,stock,291.5299987792969,1.0,0.0
2020-04-28 15:30:00-04:00,MyStrategy,ef1a1df6fe9746d1b20e30c61d2b68b7,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-04-28 15:30:00-04:00,MyStrategy,ef1a1df6fe9746d1b20e30c61d2b68b7,SPY,buy,market,fill,1,gtc,0.0,1,stock,291.5299987792969,1.0,0.0
2020-04-29 09:30:00-04:00,MyStrategy,911e6300c689467baaf6298f5afd9b2a,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-04-29 09:30:00-04:00,MyStrategy,911e6300c689467baaf6298f5afd9b2a,SPY,buy,market,fill,1,gtc,0.0,1,stock,291.7099914550781,1.0,0.0
2020-04-29 12:30:00-04:00,MyStrategy,ad81b2fd5dbf413485aae0049c183836,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-04-29 12:30:00-04:00,MyStrategy,ad81b2fd5dbf413485aae0049c183836,SPY,buy,market,fill,1,gtc,0.0,1,stock,291.7099914550781,1.0,0.0
2020-04-29 15:30:00-04:00,MyStrategy,a198c9b1e1a547d9adcd8eb58563f6c5,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-04-29 15:30:00-04:00,MyStrategy,a198c9b1e1a547d9adcd8eb58563f6c5,SPY,buy,market,fill,1,gtc,0.0,1,stock,291.7099914550781,1.0,0.0
2020-04-30 09:30:00-04:00,MyStrategy,8431756cdcd84f45a771e663dec72721,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-04-30 09:30:00-04:00,MyStrategy,8431756cdcd84f45a771e663dec72721,SPY,buy,market,fill,1,gtc,0.0,1,stock,285.30999755859375,1.0,0.0
2020-04-30 12:30:00-04:00,MyStrategy,0b05f48d82f6439aa4cc2d5b2e49a3f8,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-04-30 12:30:00-04:00,MyStrategy,0b05f48d82f6439aa4cc2d5b2e49a3f8,SPY,buy,market,fill,1,gtc,0.0,1,stock,285.30999755859375,1.0,0.0
2020-04-30 15:30:00-04:00,MyStrategy,1315b6e07ae24697acdac2fd9cd48f38,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-04-30 15:30:00-04:00,MyStrategy,1315b6e07ae24697acdac2fd9cd48f38,SPY,buy,market,fill,1,gtc,0.0,1,stock,285.30999755859375,1.0,0.0
2020-05-01 09:30:00-04:00,MyStrategy,1ae4c07032304c66976b0e9ba1c2a7a8,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-05-01 09:30:00-04:00,MyStrategy,1ae4c07032304c66976b0e9ba1c2a7a8,SPY,buy,market,fill,1,gtc,0.0,1,stock,285.30999755859375,1.0,0.0
2020-05-01 12:30:00-04:00,MyStrategy,623df7a5e21e408a9174828936f5bdea,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-05-01 12:30:00-04:00,MyStrategy,623df7a5e21e408a9174828936f5bdea,SPY,buy,market,fill,1,gtc,0.0,1,stock,285.30999755859375,1.0,0.0
2020-05-01 15:30:00-04:00,MyStrategy,0d196a9d4afa49dbbe57a1d677aa526e,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-05-01 15:30:00-04:00,MyStrategy,0d196a9d4afa49dbbe57a1d677aa526e,SPY,buy,market,fill,1,gtc,0.0,1,stock,285.30999755859375,1.0,0.0
2020-05-04 09:30:00-04:00,MyStrategy,f666fdc8d768417daae2c0ba1d1228a9,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-05-04 09:30:00-04:00,MyStrategy,f666fdc8d768417daae2c0ba1d1228a9,SPY,buy,market,fill,1,gtc,0.0,1,stock,286.6400146484375,1.0,0.0
2020-05-04 12:30:00-04:00,MyStrategy,eb1be691f3a14ed393d86d1752e50e44,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-05-04 12:30:00-04:00,MyStrategy,eb1be691f3a14ed393d86d1752e50e44,SPY,buy,market,fill,1,gtc,0.0,1,stock,286.6400146484375,1.0,0.0
2020-05-04 15:30:00-04:00,MyStrategy,5b6caccf09224f829e52f94edd728da1,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-05-04 15:30:00-04:00,MyStrategy,5b6caccf09224f829e52f94edd728da1,SPY,buy,market,fill,1,gtc,0.0,1,stock,286.6400146484375,1.0,0.0
2020-05-05 09:30:00-04:00,MyStrategy,8805ecf39c9f4f8ab5c793b36848ab4d,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-05-05 09:30:00-04:00,MyStrategy,8805ecf39c9f4f8ab5c793b36848ab4d,SPY,buy,market,fill,1,gtc,0.0,1,stock,288.0400085449219,1.0,0.0
2020-05-05 12:30:00-04:00,MyStrategy,210257e9b1104061bea24cb6647460cd,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-05-05 12:30:00-04:00,MyStrategy,210257e9b1104061bea24cb6647460cd,SPY,buy,market,fill,1,gtc,0.0,1,stock,288.0400085449219,1.0,0.0
2020-05-05 15:30:00-04:00,MyStrategy,147602f437ad4044ac0c192b52f5c4aa,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-05-05 15:30:00-04:00,MyStrategy,147602f437ad4044ac0c192b52f5c4aa,SPY,buy,market,fill,1,gtc,0.0,1,stock,288.0400085449219,1.0,0.0
2020-05-06 09:30:00-04:00,MyStrategy,55fd77bacc5b4539b8c802f47914b590,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-05-06 09:30:00-04:00,MyStrategy,55fd77bacc5b4539b8c802f47914b590,SPY,buy,market,fill,1,gtc,0.0,1,stock,287.75,1.0,0.0
2020-05-06 12:30:00-04:00,MyStrategy,6a02ce75c1c54c0b9fb4df7948e1a93d,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-05-06 12:30:00-04:00,MyStrategy,6a02ce75c1c54c0b9fb4df7948e1a93d,SPY,buy,market,fill,1,gtc,0.0,1,stock,287.75,1.0,0.0
2020-05-06 15:30:00-04:00,MyStrategy,d8ea431bdeb34cd087c995e5e15270a2,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-05-06 15:30:00-04:00,MyStrategy,d8ea431bdeb34cd087c995e5e15270a2,SPY,buy,market,fill,1,gtc,0.0,1,stock,287.75,1.0,0.0
2020-05-07 09:30:00-04:00,MyStrategy,98a0ffd81b694e448af1dc8c72ba837d,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-05-07 09:30:00-04:00,MyStrategy,98a0ffd81b694e448af1dc8c72ba837d,SPY,buy,market,fill,1,gtc,0.0,1,stock,291.0899963378906,1.0,0.0
2020-05-07 12:30:00-04:00,MyStrategy,dbb99b323bbe445d891318a495088918,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-05-07 12:30:00-04:00,MyStrategy,dbb99b323bbe445d891318a495088918,SPY,buy,market,fill,1,gtc,0.0,1,stock,291.0899963378906,1.0,0.0
2020-05-07 15:30:00-04:00,MyStrategy,deb9b8b0f8344d238084d72fb16f41f0,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-05-07 15:30:00-04:00,MyStrategy,deb9b8b0f8344d238084d72fb16f41f0,SPY,buy,market,fill,1,gtc,0.0,1,stock,291.0899963378906,1.0,0.0
2020-05-08 09:30:00-04:00,MyStrategy,528bc24f1c1e410493a27921b16f712b,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-05-08 09:30:00-04:00,MyStrategy,528bc24f1c1e410493a27921b16f712b,SPY,buy,market,fill,1,gtc,0.0,1,stock,291.0899963378906,1.0,0.0
2020-05-08 12:30:00-04:00,MyStrategy,ded3a0879b644acd8e56b81f2b724d1c,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-05-08 12:30:00-04:00,MyStrategy,ded3a0879b644acd8e56b81f2b724d1c,SPY,buy,market,fill,1,gtc,0.0,1,stock,291.0899963378906,1.0,0.0
2020-05-08 15:30:00-04:00,MyStrategy,02449e99335a43fc881b1f50c528e67d,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-05-08 15:30:00-04:00,MyStrategy,02449e99335a43fc881b1f50c528e67d,SPY,buy,market,fill,1,gtc,0.0,1,stock,291.0899963378906,1.0,0.0
2020-05-11 09:30:00-04:00,MyStrategy,cc730a39a3214c60b71356d0bd5104ef,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-05-11 09:30:00-04:00,MyStrategy,cc730a39a3214c60b71356d0bd5104ef,SPY,buy,market,fill,1,gtc,0.0,1,stock,293.7900085449219,1.0,0.0
2020-05-11 12:30:00-04:00,MyStrategy,a935f963b9474cd2acece3b2b5822576,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-05-11 12:30:00-04:00,MyStrategy,a935f963b9474cd2acece3b2b5822576,SPY,buy,market,fill,1,gtc,0.0,1,stock,293.7900085449219,1.0,0.0
2020-05-11 15:30:00-04:00,MyStrategy,4a6171acb7734b7ea2a30aeff707b908,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-05-11 15:30:00-04:00,MyStrategy,4a6171acb7734b7ea2a30aeff707b908,SPY,buy,market,fill,1,gtc,0.0,1,stock,293.7900085449219,1.0,0.0
2020-05-12 09:30:00-04:00,MyStrategy,2304c5ecec794152b85756dff901f33c,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-05-12 09:30:00-04:00,MyStrategy,2304c5ecec794152b85756dff901f33c,SPY,buy,market,fill,1,gtc,0.0,1,stock,286.05999755859375,1.0,0.0
2020-05-12 12:30:00-04:00,MyStrategy,97cd0ac0033849d0bb1de6e397346a33,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-05-12 12:30:00-04:00,MyStrategy,97cd0ac0033849d0bb1de6e397346a33,SPY,buy,market,fill,1,gtc,0.0,1,stock,286.05999755859375,1.0,0.0
2020-05-12 15:30:00-04:00,MyStrategy,fae9b6b83b2147208eee433b0119d409,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-05-12 15:30:00-04:00,MyStrategy,fae9b6b83b2147208eee433b0119d409,SPY,buy,market,fill,1,gtc,0.0,1,stock,286.05999755859375,1.0,0.0
